time_period,index,Norm_Ret_F6M,Rank_F6M
2015_1,2015_1_pd8jcixr,-0.153373325,246
2015_1,2015_1_crpgj8dm,-0.095009772,237
2015_1,2015_1_us9fqc5y,0.221142873,183
2015_1,2015_1_waha177c,-0.063225563,234
2015_1,2015_1_qcm0dz5u,0.538844671,124
2015_1,2015_1_l7jas7zs,1.497953097,24
2015_1,2015_1_q117rfl3,1.443195987,25
2015_1,2015_1_bgbcm8df,-0.288000633,259
2015_1,2015_1_gfgw64ob,0.242344655,176
2015_1,2015_1_gj1svsew,-1.937392177,365
2015_1,2015_1_nvq96ip3,1.119141187,43
2015_1,2015_1_1m4pk59w,1.168960404,39
2015_1,2015_1_df6a774e,0.66696553,102
2015_1,2015_1_siws54he,3.399270939,1
2015_1,2015_1_hc4x4gqs,1.058612357,50
2015_1,2015_1_8ab2fmib,-0.237339412,254
2015_1,2015_1_c8ughtye,1.335600543,30
2015_1,2015_1_1pofsytu,-0.040565956,228
2015_1,2015_1_5up8epc7,0.345652769,159
2015_1,2015_1_53bjqs01,0.35829909,157
2015_1,2015_1_02qi0x06,0.225457683,181
2015_1,2015_1_333eqj8k,0.75273306,90
2015_1,2015_1_3n72xn94,0.732620597,95
2015_1,2015_1_d8oe7cp2,-0.013066639,222
2015_1,2015_1_4u5b9kob,1.077870473,48
2015_1,2015_1_9drw7ean,0.249485668,174
2015_1,2015_1_cjl936mn,1.959870803,11
2015_1,2015_1_4sbd616d,0.44617379,141
2015_1,2015_1_7058jxkn,-2.71639398,379
2015_1,2015_1_940ab7um,-2.572944038,377
2015_1,2015_1_xfhjrodf,0.435032482,144
2015_1,2015_1_3yzh5pde,0.859466233,76
2015_1,2015_1_x04g8z5e,2.812158793,3
2015_1,2015_1_f9tfugs1,-0.39981062,275
2015_1,2015_1_bqgys7at,-0.180098497,250
2015_1,2015_1_e9p407sv,1.002440189,57
2015_1,2015_1_4fdewmya,0.541693579,122
2015_1,2015_1_2bndjv48,-1.04592515,343
2015_1,2015_1_ypb97ujr,0.3509643,158
2015_1,2015_1_d9xdzfip,-0.613669092,308
2015_2,2015_2_2cb1seud,0.451394981,100
2015_2,2015_2_s468jf1u,0.184507488,151
2015_2,2015_2_tmnco17n,0.755994777,53
2015_2,2015_2_ovs1qxtx,1.372026875,19
2015_2,2015_2_g4th6e91,-0.023774955,202
2015_2,2015_2_5z5viwxo,-1.398077784,360
2015_2,2015_2_d04lx7qt,0.030094326,187
2015_2,2015_2_53pb2j1r,0.47273337,97
2015_2,2015_2_obnun08g,0.784784741,50
2015_2,2015_2_2bghgt6p,0.199871972,146
2015_2,2015_2_olix3w32,0.245069583,140
2015_2,2015_2_jaltf4sr,-0.445913447,279
2015_2,2015_2_00yeg682,0.15735523,158
2015_2,2015_2_k7avmgmo,-0.288603417,250
2015_2,2015_2_kf89arxt,-0.33307846,258
2015_2,2015_2_zyheqcn4,-1.546153089,365
2015_2,2015_2_czd5lel2,0.85389513,47
2015_2,2015_2_qr19tfx4,-0.892071355,322
2015_2,2015_2_dcwipbrl,0.36529098,111
2015_2,2015_2_yx2vz03v,0.1931062,148
2015_2,2015_2_gtvrsoo4,0.344981844,117
2015_2,2015_2_afkkj1im,-0.069195728,212
2015_2,2015_2_awqfb9m5,-0.958795424,331
2015_2,2015_2_lt2y1h5i,-0.453385,282
2015_2,2015_2_tppa1991,0.382317017,108
2015_2,2015_2_u39tzity,0.443258178,101
2015_2,2015_2_b8orinrm,-0.233687049,240
2015_2,2015_2_r5fw8l4c,1.095826261,33
2015_2,2015_2_p4db3zh7,0.897125132,44
2015_2,2015_2_3f6jmcx6,0.560112274,84
2015_2,2015_2_9wejon7j,-0.247456451,245
2015_2,2015_2_uwnzpoqt,0.737324026,56
2015_2,2015_2_oevpy38b,0.491743857,93
2015_2,2015_2_btlry4j0,-1.375129827,357
2015_2,2015_2_bbw65bjj,-0.80530153,316
2015_2,2015_2_206olq30,-0.62611155,301
2015_2,2015_2_hrluijip,0.746184026,55
2015_2,2015_2_0t44spv6,0.190889225,149
2015_2,2015_2_pmud2f25,-1.066310772,337
2015_2,2015_2_u4m7p0nt,-1.387796913,359
2015_2,2015_2_sq3o7wkj,0.068617795,178
2015_2,2015_2_l7l6ks5u,-0.8899731,321
2015_2,2015_2_6bgaww0j,0.159610906,157
2015_2,2015_2_mvpexfq3,-0.151035231,223
2015_2,2015_2_wot706h1,0.070236306,177
2015_2,2015_2_y3cov91h,0.297834718,127
2015_2,2015_2_mpasckw9,-0.502271606,288
2015_2,2015_2_6bv9ddw7,1.362895076,22
2015_2,2015_2_hefhjhgc,0.482117671,95
2015_2,2015_2_2ftj7r2x,-1.171106286,348
2015_2,2015_2_397o37w2,0.264497159,133
2015_2,2015_2_3h88qm5e,-0.905132465,324
2015_2,2015_2_7bba2qr4,0.102664848,170
2015_2,2015_2_4k5o1bde,-0.088023534,216
2015_2,2015_2_v5zh6yt6,0.44258545,102
2015_2,2015_2_3gchqhu5,1.076103716,35
2015_2,2015_2_sc24e157,-1.011815519,335
2015_2,2015_2_es6bbz61,0.552616506,85
2015_2,2015_2_4kagej08,0.121813772,164
2015_2,2015_2_dnvr76g4,0.130730464,163
2015_2,2015_2_07l3qwck,0.724935958,60
2015_2,2015_2_rzvzfiec,-1.873087474,377
2015_2,2015_2_xe7nl2cx,0.720118498,61
2015_2,2015_2_mwghmvxk,-0.048531846,210
2015_2,2015_2_3v1g0hgc,0.43686708,104
2015_2,2015_2_hm0a35lp,1.834718787,10
2015_2,2015_2_2xsehhc1,-1.228114632,351
2015_2,2015_2_b9p852tw,1.209072374,30
2015_2,2015_2_rie6wcfd,-0.34612775,262
2015_2,2015_2_3x3c6xtn,1.282277655,25
2015_2,2015_2_qo81qc7n,0.265576359,132
2015_2,2015_2_yng99297,-0.208427037,236
2015_2,2015_2_c3jc4unj,-0.15648426,226
2015_2,2015_2_5yl7cneg,-1.84598945,376
2015_2,2015_2_xhggfi6e,-0.338140943,260
2015_2,2015_2_8snqhfyi,2.033578436,8
2015_2,2015_2_3ef3r1pc,3.221243059,4
2015_2,2015_2_tyfqm452,-0.073063064,213
2015_2,2015_2_mc2brqwh,0.308295708,123
2015_2,2015_2_hylwcvx1,-0.023927669,203
2015_2,2015_2_j346uu3u,-1.583937827,368
2015_2,2015_2_iau9fm8q,-0.209988804,237
2015_2,2015_2_yptc6cgk,-0.088615198,218
2015_2,2015_2_2geceq7v,0.298115252,126
2015_2,2015_2_8goqg2ew,-0.896173358,323
2015_2,2015_2_p8wgfjnq,-0.338498776,261
2015_2,2015_2_peqduauv,-0.24420264,243
2015_2,2015_2_wl17s99f,-1.912121804,378
2015_2,2015_2_5aol74i6,0.271365804,131
2015_2,2015_2_9cju8ero,-0.436221206,277
2015_2,2015_2_nwt2k32h,-0.193722155,234
2015_2,2015_2_qk6b5vlq,0.190362988,150
2015_2,2015_2_qloz7d2t,0.963461662,39
2015_2,2015_2_cto5ii9q,-0.586006389,295
2015_2,2015_2_u93wg0pt,-0.672262111,304
2015_2,2015_2_hsev2ovn,0.258036241,135
2015_2,2015_2_jrrzxclt,-1.523672166,364
2015_2,2015_2_lhabrs8n,0.923558482,42
2015_2,2015_2_5so71573,0.527744818,87
2015_2,2015_2_sxriqlt4,-0.238403205,241
2015_2,2015_2_cjt4yqrs,-0.747833052,313
2015_2,2015_2_xmpbi6ct,1.326650975,23
2015_2,2015_2_o08j9np1,0.731154991,58
2015_2,2015_2_38gajlw6,0.906987555,43
2015_2,2015_2_t0mjm7aa,0.598349612,79
2015_2,2015_2_3wlj7xlu,-0.011068226,197
2015_2,2015_2_k9inleck,0.036069539,185
2015_2,2015_2_1kuqrbuk,-0.349671457,264
2015_2,2015_2_qcrc4htj,-0.010569498,196
2015_2,2015_2_flf59yi9,-0.366635153,269
2015_2,2015_2_ztw9oqba,0.087526037,172
2015_2,2015_2_gnff1yf1,-0.043539182,207
2015_2,2015_2_zbnh3dq3,0.653478892,72
2015_2,2015_2_57saqlw8,0.609391702,78
2015_2,2015_2_ra5zbpte,0.440940789,103
2015_2,2015_2_fp8acr3i,1.263639905,26
2015_2,2015_2_tukluxxe,0.470518278,99
2015_2,2015_2_9b68vzoj,-0.309615248,253
2015_2,2015_2_jfez00vd,-1.10870461,345
2015_2,2015_2_d5dxkjmb,-0.171655496,229
2015_2,2015_2_6l4owz2z,-0.664563369,303
2015_2,2015_2_thgi2aab,-0.326702946,256
2015_2,2015_2_h5plcud0,-0.081532753,215
2015_2,2015_2_mituh22r,-0.325388399,255
2015_2,2015_2_u2k3n18k,0.790658441,49
2015_2,2015_2_ioit8lyt,0.656460327,70
2015_2,2015_2_oi9tmhxw,0.941835783,40
2015_2,2015_2_ipw7f4g8,3.800991675,2
2015_2,2015_2_uls4wo6w,-0.22946188,239
2015_2,2015_2_m1kdogd4,0.771818135,52
2015_2,2015_2_cjqigm4f,-0.012143712,198
2015_2,2015_2_w5406wzn,-0.845808874,319
2015_2,2015_2_pwrrlocg,0.312601314,122
2015_2,2015_2_3te94j02,0.54876167,86
2015_2,2015_2_x5tew4od,0.894030886,45
2015_2,2015_2_vmxzrgbb,0.157344613,159
2015_2,2015_2_h7rhnxcd,-1.22271236,350
2015_2,2015_2_8yff1376,-0.815876324,317
2015_2,2015_2_w300ta60,-4.942020684,388
2015_2,2015_2_v23gzm4k,-0.163100978,227
2015_2,2015_2_qlunmm9j,0.053421036,180
2015_2,2015_2_ph0auyd7,0.103643057,169
2015_2,2015_2_xy5d26zx,0.238901647,141
2015_2,2015_2_b41e2ii3,-0.18200739,231
2015_2,2015_2_b3pbfa81,-0.714516047,310
2015_2,2015_2_8ax7qv9l,0.370815424,110
2015_2,2015_2_6m9rim9q,-1.43411457,362
2015_2,2015_2_6cynnaum,0.561348058,83
2015_2,2015_2_vloatyzp,0.582140964,80
2015_2,2015_2_a6ljtctn,0.652704023,73
2015_2,2015_2_pjkaplkg,-0.569201056,293
2015_2,2015_2_8bfpie19,0.497939827,92
2015_2,2015_2_wcr60q82,0.573771638,82
2015_2,2015_2_rap78017,-0.330066534,257
2015_2,2015_2_83253pvc,0.010615654,193
2015_2,2015_2_7vwq01gf,-0.998685478,334
2015_2,2015_2_nm9o4pho,-0.50723493,289
2015_2,2015_2_6j4zss81,-1.080439523,340
2015_2,2015_2_03bius0n,1.057222304,36
2015_2,2015_2_wzaqfuvi,0.150371892,161
2015_2,2015_2_xcn629xs,0.275471887,130
2015_2,2015_2_ib0hk4q3,1.530695069,14
2015_2,2015_2_3z23kja1,1.883488191,9
2015_2,2015_2_z8uiwt2m,-1.136456272,346
2015_2,2015_2_gjfg8xyw,-0.451558232,280
2015_2,2015_2_lf7m6b8m,-0.910340811,325
2015_2,2015_2_5u3qv14r,-0.681766753,306
2015_2,2015_2_epze174l,0.094150914,171
2015_2,2015_2_a7xnm2aw,0.298319116,125
2015_2,2015_2_h9o9s4yn,-0.678985834,305
2015_2,2015_2_xle9xx7f,0.783453772,51
2015_2,2015_2_434ksdxf,-0.699651286,308
2015_2,2015_2_1m8yfi6y,0.736206178,57
2015_2,2015_2_l0kbz390,-1.076711618,338
2015_2,2015_2_a18uwb39,-0.389555653,272
2015_2,2015_2_z08idqq4,-0.171581911,228
2015_2,2015_2_im5qr65h,-0.61079602,298
2015_2,2015_2_tkp0ngi4,-0.274683498,246
2015_2,2015_2_fykjvqf7,0.252456307,137
2015_2,2015_2_pd07t94p,-0.913865586,326
2015_2,2015_2_a25az2bu,0.716532951,63
2015_2,2015_2_kmh1upkj,4.645084983,1
2015_2,2015_2_543zxmy3,-0.407821083,273
2015_2,2015_2_ak3qk6po,0.289110017,129
2015_2,2015_2_iam0ibtf,0.663658145,69
2015_2,2015_2_d6isg18q,-0.190672207,233
2015_2,2015_2_2fcyce4f,-0.142993248,222
2015_2,2015_2_pdfgz9pg,1.321782418,24
2015_2,2015_2_w1br5z9k,1.692479998,11
2015_2,2015_2_7jhmsw57,0.525140096,88
2015_2,2015_2_8k0vkl21,-0.539915084,291
2015_2,2015_2_bokz2ahj,0.703186548,67
2015_2,2015_2_z6si2ylb,0.707981624,66
2015_2,2015_2_2vggnodo,-1.411901107,361
2015_2,2015_2_dqu6s990,0.248160063,139
2015_2,2015_2_rlde279t,-1.377251773,358
2015_2,2015_2_5g8ic64u,-1.32710271,356
2015_2,2015_2_h1og5e6j,-1.080239687,339
2015_2,2015_2_w2744zpi,-0.277393969,247
2015_2,2015_2_h3hlwply,3.122290179,5
2015_2,2015_2_ei36u6si,-0.022897736,201
2015_2,2015_2_ibjo5uyn,-0.451698238,281
2015_2,2015_2_wnp92hkb,0.653984523,71
2015_2,2015_2_lfn8ipc5,-0.139094741,221
2015_2,2015_2_vr7zh2cs,0.019219961,191
2015_2,2015_2_2221sgdi,-0.30012185,252
2015_2,2015_2_9s0z0zio,-1.821701633,375
2015_2,2015_2_1lgcxwx3,0.323284263,121
2015_2,2015_2_jt19krpd,1.167258904,32
2015_2,2015_2_qhw8jqn6,0.479380736,96
2015_2,2015_2_f22ue8ez,-1.082895663,342
2015_2,2015_2_njnsux9u,-0.357316331,267
2015_2,2015_2_46r5d629,-1.168078461,347
2015_2,2015_2_0upwn92e,0.058780266,179
2015_2,2015_2_r7s1jkf5,0.29836153,124
2015_2,2015_2_o7qk2b22,-2.007876781,379
2015_2,2015_2_e9vavrx0,-0.293097614,251
2015_2,2015_2_8cpxgasu,1.174283401,31
2015_2,2015_2_zyddmyz6,-0.117634704,220
2015_2,2015_2_bltupp2e,0.053175385,181
2015_2,2015_2_i667tx3w,-0.015290936,199
2015_2,2015_2_tdk93oea,0.334209097,118
2015_2,2015_2_9je8nx1m,0.087224321,173
2015_2,2015_2_e6138x2k,-0.03776846,205
2015_2,2015_2_wn31tp8q,1.589164297,12
2015_2,2015_2_4ua1k7ua,0.581828579,81
2015_2,2015_2_oyz9viy4,-1.604016584,370
2015_2,2015_2_jrltno3v,-0.458037246,283
2015_2,2015_2_qwq26qye,-0.154782226,225
2015_2,2015_2_okdpb2hg,-0.596888861,297
2015_2,2015_2_zhdcl1o3,-0.483742431,287
2015_2,2015_2_7raaws5y,-0.712857684,309
2015_2,2015_2_bbv6ul9f,0.177428704,152
2015_2,2015_2_o4hel7z0,-1.302940882,355
2015_2,2015_2_4gkokg68,-1.62412285,371
2015_2,2015_2_nennm24d,0.729727844,59
2015_2,2015_2_m72yy9ye,-0.151648704,224
2015_2,2015_2_migtcovs,-0.737646687,311
2015_2,2015_2_cf9m42qe,-1.239599123,352
2015_2,2015_2_1vfhz2nt,-0.031472755,204
2015_2,2015_2_d2yy610j,-1.5571843,367
2015_2,2015_2_79czfvy3,0.264415467,134
2015_2,2015_2_xjdoa1v8,-3.32896789,387
2015_2,2015_2_vj4ktpow,0.382302687,109
2015_2,2015_2_d8o4jyug,-1.012704871,336
2015_2,2015_2_yfrkie81,-1.48495634,363
2015_2,2015_2_2rliruva,2.704613929,6
2015_2,2015_2_2gonk60m,0.326009378,120
2015_2,2015_2_i8jpaz43,0.708737246,65
2015_2,2015_2_evx7kmfa,0.488786166,94
2015_2,2015_2_x7fg7594,0.210772539,145
2015_2,2015_2_pt4ipt4b,-0.420958916,275
2015_2,2015_2_9ozc892m,0.935892368,41
2015_2,2015_2_ud5a8wg0,0.420946444,106
2015_2,2015_2_acq3k4lo,-2.645432303,385
2015_2,2015_2_m6lwzjhp,0.642068405,74
2015_2,2015_2_yebmhoxy,0.010080107,194
2015_2,2015_2_i1dzr9jc,-0.311022993,254
2015_2,2015_2_8es1p7zb,-0.474620882,284
2015_2,2015_2_ms4g20v7,-0.432870746,276
2015_2,2015_2_km443fr2,0.351200826,115
2015_2,2015_2_3rgjd22i,-0.369624956,270
2015_2,2015_2_qnoldo5t,-1.106726696,344
2015_2,2015_2_muvebrk5,-0.22142178,238
2015_2,2015_2_s69nizu7,0.082645608,174
2015_2,2015_2_9iokjy2w,-0.683628718,307
2015_2,2015_2_a6m4o2q5,3.489319266,3
2015_2,2015_2_bvf4rszf,1.078959842,34
2015_2,2015_2_urznxdir,1.571337764,13
2015_2,2015_2_kdgtbwnl,-0.240618663,242
2015_2,2015_2_86shokfq,-1.632207143,372
2015_2,2015_2_tpljrjis,-2.320507263,382
2015_2,2015_2_5kymv5fa,1.438256872,16
2015_2,2015_2_lyc3xq7f,-1.805672267,374
2015_2,2015_2_uzecd8sw,0.619146284,77
2015_2,2015_2_b727ba19,0.401224632,107
2015_2,2015_2_st1yuhp3,-0.951721922,330
2015_2,2015_2_p2spsu3e,0.111637657,166
2015_2,2015_2_hrmdqpuq,-0.105119391,219
2015_2,2015_2_x6ae4bz6,0.079987802,175
2015_2,2015_2_txx7bpfz,0.038076479,184
2015_2,2015_2_szo4dsnr,0.197602593,147
2015_2,2015_2_ar6cegh2,1.470882426,15
2015_2,2015_2_gm7gjj1z,1.429368265,17
2015_2,2015_2_p4egijzg,0.255238167,136
2015_2,2015_2_c5kbrod1,-2.178320669,381
2015_2,2015_2_xzg60pzy,-0.921598636,327
2015_2,2015_2_z58axl2j,-0.177570827,230
2015_2,2015_2_9tcd16l5,-0.246386927,244
2015_2,2015_2_4ifeuvn8,-1.22127151,349
2015_2,2015_2_ydphplif,0.165781876,155
2015_2,2015_2_merpyqrx,2.144285254,7
2015_2,2015_2_boekgujp,-0.930898736,328
2015_2,2015_2_928s0utg,-1.633437593,373
2015_2,2015_2_2wg2xe14,-0.841722089,318
2015_2,2015_2_gipv1jy3,-0.849046472,320
2015_2,2015_2_vwjagjt3,-0.185352202,232
2015_2,2015_2_xz8qpa45,-0.00020385,195
2015_2,2015_2_4gtby1zi,0.10429021,168
2015_2,2015_2_psn233wm,-0.4165439,274
2015_2,2015_2_t6b5o985,-2.914263453,386
2015_2,2015_2_1tzy4myo,-0.022791725,200
2015_2,2015_2_6owbj9z9,1.234551887,29
2015_2,2015_2_48qtmj4z,0.168414788,154
2015_2,2015_2_fba7yipc,-0.553336224,292
2015_2,2015_2_o8d68fh7,0.038663122,183
2015_2,2015_2_jman2h4z,0.751660459,54
2015_2,2015_2_x95ybajk,0.503984912,90
2015_2,2015_2_bggxaq3g,0.328218926,119
2015_2,2015_2_xrooskfd,-0.627690471,302
2015_2,2015_2_dbtm8lnt,-0.611450966,299
2015_2,2015_2_hf6j7ddi,-2.042920766,380
2015_2,2015_2_lpr4ltbp,-0.749587124,314
2015_2,2015_2_z2n344zm,-1.597382973,369
2015_2,2015_2_2f8edy97,-0.349497509,263
2015_2,2015_2_atrc9o7f,0.354622361,113
2015_2,2015_2_3f8fru4w,0.165647257,156
2015_2,2015_2_dgclhx4w,0.350920919,116
2015_2,2015_2_uvhkyq1d,0.834943898,48
2015_2,2015_2_k99xkkrz,0.664277214,68
2015_2,2015_2_xgvab54i,-0.047226294,209
2015_2,2015_2_ir0z62ua,-0.088047853,217
2015_2,2015_2_nt5o563m,-1.246535967,354
2015_2,2015_2_mzgnqgef,0.35618852,112
2015_2,2015_2_sku9eayg,0.023463225,188
2015_2,2015_2_0rh9a211,0.293213642,128
2015_2,2015_2_3k5jkpl6,-0.350861322,265
2015_2,2015_2_lbiydnt5,-0.046792993,208
2015_2,2015_2_7se2uy6s,1.04848024,37
2015_2,2015_2_xg0bftqm,-0.196825082,235
2015_2,2015_2_bx4f5754,-1.102081981,343
2015_2,2015_2_n2t42nso,1.366258036,20
2015_2,2015_2_wb4irrb7,-2.512078669,383
2015_2,2015_2_o9zc0txh,0.022729411,189
2015_2,2015_2_ky380cyf,-0.596025972,296
2015_2,2015_2_78d14t5q,0.620938743,76
2015_2,2015_2_bsv8vatz,-0.73855539,312
2015_2,2015_2_0w7vbtlg,0.153004752,160
2015_2,2015_2_yed5uofr,-0.287022666,249
2015_2,2015_2_110l5zu6,0.250688794,138
2015_2,2015_2_0yjk34sx,0.719061107,62
2015_2,2015_2_h4ni09af,-0.038623242,206
2015_2,2015_2_31uips73,-0.354139818,266
2015_2,2015_2_jf1c7zf8,0.353007615,114
2015_2,2015_2_nfklhfz1,0.976834216,38
2015_2,2015_2_vj7keqr9,0.640329605,75
2015_2,2015_2_cgtlvvv8,0.112630196,165
2015_2,2015_2_z4qe24ch,0.510589759,89
2015_2,2015_2_oe2yw3fr,0.145093046,162
2015_2,2015_2_m8qh1k4s,0.470826897,98
2015_2,2015_2_hfipflvo,-0.439844722,278
2015_2,2015_2_01yn2oab,-0.781239803,315
2015_2,2015_2_hi5qa50u,-0.620399769,300
2015_2,2015_2_kj8w7qlt,0.879405185,46
2015_2,2015_2_m42wvc1d,0.045582916,182
2015_2,2015_2_qnvee33i,0.17253269,153
2015_2,2015_2_f19zkspf,0.710688016,64
2015_2,2015_2_qp25j6q4,-0.481055912,286
2015_2,2015_2_4n2eydzy,-0.578713177,294
2015_2,2015_2_fix9z504,-0.067423247,211
2015_2,2015_2_hlxjf9qa,0.109219905,167
2015_2,2015_2_fls1cvgk,1.363526696,21
2015_2,2015_2_ze1zwvxj,-0.946360809,329
2015_2,2015_2_stzfmyyw,-0.989408443,333
2015_2,2015_2_xpjl2m93,-1.556164304,366
2015_2,2015_2_jpxznrfm,0.020074743,190
2015_2,2015_2_pf1pnmw9,0.233137828,142
2015_2,2015_2_bxzb8vrf,0.073303722,176
2015_2,2015_2_psz5jtwh,-2.519941056,384
2015_2,2015_2_pns4elkh,-0.280623513,248
2015_2,2015_2_ahc7ev62,-1.24387884,353
2015_2,2015_2_ew963ld6,-0.364026613,268
2015_2,2015_2_vy8zr136,0.225547189,143
2015_2,2015_2_yvuxx3h6,-0.077762694,214
2015_2,2015_2_nfzb2eax,0.217293235,144
2015_2,2015_2_5ttbttad,0.500856986,91
2015_2,2015_2_2yvxnuoi,0.034422368,186
2015_2,2015_2_eo4w531u,-0.523058027,290
2015_2,2015_2_6xbqv3fu,-1.081569244,341
2015_2,2015_2_su7nqpia,0.011776492,192
2015_2,2015_2_yl1ca7va,0.425347496,105
2015_2,2015_2_go0gt3ws,1.38208699,18
2015_2,2015_2_nmo0uczb,1.237412981,27
2015_2,2015_2_6hgdu5oy,-0.476283011,285
2015_2,2015_2_e14qqyu7,-0.382701024,271
2015_2,2015_2_7005mzqd,-0.980731753,332
2015_2,2015_2_i3llvqfs,-0.335030485,259
2015_2,2015_2_nail7y0t,1.234962124,28
2016_1,2016_1_5jq0n2m3,-1.047292639,342
2016_1,2016_1_2u3i4coi,0.377090461,125
2016_1,2016_1_vdyu776c,0.474379888,101
2016_1,2016_1_zidz6pa5,-1.09315138,350
2016_1,2016_1_nucvd8w0,-0.11714243,196
2016_1,2016_1_nnres2w7,1.272208659,34
2016_1,2016_1_cy6iaoth,-1.312057036,369
2016_1,2016_1_tl39ct5f,-0.016834902,177
2016_1,2016_1_9spvkrqc,0.091911252,157
2016_1,2016_1_diopvdmp,-1.106961812,353
2016_1,2016_1_d2g99lzk,0.944266569,53
2016_1,2016_1_r3rhkxd6,1.067089346,47
2016_1,2016_1_ohnr47fb,0.305466128,134
2016_1,2016_1_dugqepgx,-2.209807558,384
2016_1,2016_1_o2y3c42i,-0.517803961,268
2016_1,2016_1_dlyk3swk,-1.115238436,355
2016_1,2016_1_hcebno56,-0.895436953,322
2016_1,2016_1_utan7fln,0.676955622,80
2016_1,2016_1_6h2fps8s,-0.457951489,256
2016_1,2016_1_04k4kle3,1.540924806,26
2016_1,2016_1_ysl2bhbs,-0.275767243,229
2016_1,2016_1_uecsjnmg,1.599206745,24
2016_1,2016_1_5zkbsags,-0.465697803,259
2016_1,2016_1_4lkzel02,-0.06597771,186
2016_1,2016_1_hdbt432h,-1.398317073,374
2016_1,2016_1_3xxq2ohj,-0.808827744,311
2016_1,2016_1_8opw1pr8,-1.209507781,362
2016_1,2016_1_t85suej9,0.863489598,60
2016_1,2016_1_58byzqjq,-0.02526826,178
2016_1,2016_1_fs8fkabj,0.539677648,93
2016_1,2016_1_q0cubyj4,0.728623727,71
2016_1,2016_1_hecqu7dh,-0.883806788,320
2016_1,2016_1_0wscx5mh,-0.804103043,309
2016_1,2016_1_y9xy4jt0,1.499911119,27
2016_1,2016_1_0nw6msql,0.863379511,61
2016_1,2016_1_egl4za1i,0.400635892,117
2016_1,2016_1_o3oned53,0.520170145,96
2016_1,2016_1_vxcabi7u,-1.105237788,352
2016_1,2016_1_epu01vzp,2.198361103,12
2016_1,2016_1_t8ikewam,1.898737548,16
2016_1,2016_1_yvs5yls1,-1.07725055,345
2016_1,2016_1_rvq5v987,-1.700121976,379
2016_1,2016_1_js9x5i52,-0.561623815,276
2016_1,2016_1_174vods5,-0.160231791,208
2016_1,2016_1_5hyfjb9z,-0.454347247,255
2016_1,2016_1_env6w0p0,-0.758377443,303
2016_1,2016_1_jn1udp80,-0.151136063,207
2016_1,2016_1_aucx99mr,1.106152576,44
2016_1,2016_1_ap116w8q,-0.643560687,290
2016_1,2016_1_r614t3t3,0.4828132,99
2016_1,2016_1_mgnbbhbp,-1.016711035,339
2016_1,2016_1_k8njjb01,-0.618578944,286
2016_1,2016_1_rnfgbypx,1.262011204,38
2016_1,2016_1_qreifrv3,3.093164078,4
2016_1,2016_1_9ll5cp5a,-0.485320122,263
2016_1,2016_1_xe6latuw,0.20613178,145
2016_1,2016_1_3b2d1wk0,0.036453714,171
2016_1,2016_1_100zzj15,1.015001514,49
2016_1,2016_1_n1brsfts,0.06087399,163
2016_1,2016_1_g57xc0go,-0.772227633,306
2016_1,2016_1_6tyw2b0h,0.533891427,94
2016_1,2016_1_vswz903r,1.01308469,50
2016_1,2016_1_rkdf0zo1,-0.08487863,191
2016_1,2016_1_bth2hbup,-2.761815582,387
2016_1,2016_1_qw07o6ha,0.228921955,142
2016_1,2016_1_tgtb302d,-0.143905561,204
2016_1,2016_1_h5wdlrp3,-0.474751612,261
2016_1,2016_1_z6jaudzc,0.043853828,169
2016_1,2016_1_jt7jfwa1,0.394981235,119
2016_1,2016_1_661fzwy9,-0.48212489,262
2016_1,2016_1_ozsk4sdp,-0.340405335,241
2016_1,2016_1_hw7dx95m,0.798450013,65
2016_1,2016_1_hq5f7i39,0.887746701,58
2016_1,2016_1_tgeqqvxj,0.018400803,173
2016_1,2016_1_u1jyez36,-0.241114437,223
2016_1,2016_1_3yrklffz,-1.014283893,338
2016_1,2016_1_tefesb8m,0.033761417,172
2016_1,2016_1_vu58wdlv,-0.915483592,328
2016_1,2016_1_buyhiq5i,0.438185545,109
2016_1,2016_1_2i8o48e1,-0.08732833,192
2016_1,2016_1_uv9dzct2,1.191848353,39
2016_1,2016_1_275esj96,-0.563644647,277
2016_1,2016_1_mbm1stb1,0.09359714,155
2016_1,2016_1_ui90t0ck,-0.571942208,278
2016_1,2016_1_svk5ai0k,0.138146495,152
2016_1,2016_1_5iuqxpyd,2.567316564,10
2016_1,2016_1_67z337eh,0.432174512,111
2016_1,2016_1_u2mu6e31,-0.060670379,184
2016_1,2016_1_9r12mnz2,-0.265728547,226
2016_1,2016_1_ahmd2cjw,-1.118640875,356
2016_1,2016_1_od096tam,0.902307528,56
2016_1,2016_1_mr496bpq,-1.274578748,366
2016_1,2016_1_x0t3xiuq,0.361945158,129
2016_1,2016_1_7mt8qnpa,0.365591815,127
2016_1,2016_1_1f5dfbzc,1.616394942,23
2016_1,2016_1_iin59nir,-1.279886079,367
2016_1,2016_1_4vwoi7m2,-0.463686606,258
2016_1,2016_1_oj64n4j4,-0.55640613,275
2016_1,2016_1_ar9sle6x,0.750062373,69
2016_1,2016_1_t30gx5gr,-0.324754937,234
2016_1,2016_1_9uscofkg,-1.384045039,373
2016_1,2016_1_o27mls4p,-0.078108153,189
2016_1,2016_1_3k81acrz,0.66966447,83
2016_1,2016_1_p1vge2kv,-0.031946435,179
2016_1,2016_1_o1fznoa3,-0.396911741,249
